userLanguage	distributionChannel	_recordId	duration	locationLongitude	responseId	progress	PROLIFIC_PID	startDate	QID6	QID3	recordedDate	QID5	endDate	status	QID8	finished	locationLatitude	QID1	ipAddress	QID2
EN	anonymous	R_5n2OaA1mRpQxRD9	157	-84.008	R_5n2OaA1mRpQxRD9	100	60ff9a73f5eca5e11ae6352c	2023-12-25T16:04:47Z	1	2	2023-12-25T16:07:25.846Z	3	2023-12-25T16:07:25Z	0	5	1	35.837	1	174.177.76.195	1
EN	anonymous	R_5Xy3JdTEcXpK32V	137	-117.165	R_5Xy3JdTEcXpK32V	100	629e240d15c1ee22dbcdfd1f	2023-12-25T16:05:43Z	1	1	2023-12-25T16:08:01.250Z	2	2023-12-25T16:08:00Z	0	5	1	32.7449	1	72.197.183.28	1
EN	anonymous	R_3EJSUZHMkVdWcJR	163	-86.3881	R_3EJSUZHMkVdWcJR	100	651aa7db39658e91e9469c80	2023-12-25T16:05:46Z	1	2	2023-12-25T16:08:30.279Z	2	2023-12-25T16:08:29Z	0	5	1	35.8437	1	174.238.169.124	1
EN	anonymous	R_31haQWVKnsw5T0m	186	-84.0791	R_31haQWVKnsw5T0m	100	5e1276f7e69d0a912635da16	2023-12-25T16:05:43Z	1	2	2023-12-25T16:08:50.481Z	3	2023-12-25T16:08:49Z	0	5	1	33.9372	1	24.99.102.134	1
EN	anonymous	R_7ob7Ms9hnEzqJdR	156	-98.4936	R_7ob7Ms9hnEzqJdR	100	656a74e0234d6c5371d3f042	2023-12-25T16:06:15Z	1	1	2023-12-25T16:08:52.747Z	2	2023-12-25T16:08:52Z	0	5	1	29.4411	2	172.59.233.70	1
EN	anonymous	R_3LGqEKGLHgcnTcL	99	-82.386	R_3LGqEKGLHgcnTcL	100	57ac9e210493620001d3a277	2023-12-25T16:07:22Z	1	2	2023-12-25T16:09:02.910Z	3	2023-12-25T16:09:02Z	0	5	1	29.6138	1	23.123.106.151	1
EN	anonymous	R_52PHVyAhbpYv2T2	268	-87.7185	R_52PHVyAhbpYv2T2	100	63a5d44a2536f3e1cfb42541	2023-12-25T16:04:43Z	3	2	2023-12-25T16:09:12.149Z	1	2023-12-25T16:09:11Z	0	4	1	41.8825	1	172.59.188.102	1
EN	anonymous	R_1osT1uqO9kWiga5	123	-112.0253	R_1osT1uqO9kWiga5	100	60c261fc9149f791a6f20a54	2023-12-25T16:07:21Z	1	3	2023-12-25T16:09:25.559Z	2	2023-12-25T16:09:25Z	0	4	1	33.5038	1	72.216.133.235	1
EN	anonymous	R_7OobHPYynU7Cy4T	116	-104.7866	R_7OobHPYynU7Cy4T	100	64d59329f652ebed1955560d	2023-12-25T16:07:31Z	1	2	2023-12-25T16:09:28.203Z	2	2023-12-25T16:09:27Z	0	5	1	39.6562	4	75.71.88.101	1
EN	anonymous	R_7RpSwmtM7oL7GN4	198	-121.313	R_7RpSwmtM7oL7GN4	100	656383eac728fc8ebcf313e6	2023-12-25T16:06:18Z	1	2	2023-12-25T16:09:38.175Z	3	2023-12-25T16:09:37Z	0	5	1	38.6967	1	67.187.134.55	1
EN	anonymous	R_7qPULTjhRFCptfD	175	-76.8362	R_7qPULTjhRFCptfD	100	609d9d4ac5a6c58f5554af71	2023-12-25T16:06:50Z	3	2	2023-12-25T16:09:46.570Z	3	2023-12-25T16:09:46Z	0	5	1	39.211	1	73.200.184.44	1
EN	anonymous	R_61WLldQThrtyivE	163	-104.8633	R_61WLldQThrtyivE	100	5dddd93ce2dcbdd58abe31f2	2023-12-25T16:08:48Z	1	2	2023-12-25T16:11:32.767Z	3	2023-12-25T16:11:32Z	0	5	1	39.732	1	75.71.40.167	1
EN	anonymous	R_38MuEWFmVaybCS9	153	-74.3039	R_38MuEWFmVaybCS9	100	5bd23f11f8e0680001660e14	2023-12-25T16:09:21Z	1	1	2023-12-25T16:11:54.897Z	2	2023-12-25T16:11:54Z	0	5	1	40.4605	1	24.47.220.131	3
EN	anonymous	R_6kpjbb62fyVA52m	110	-82.5074	R_6kpjbb62fyVA52m	100	614e7ef6e98951c5af6fd9f7	2023-12-25T16:10:26Z	1	1	2023-12-25T16:12:17.275Z	3	2023-12-25T16:12:16Z	0	5	1	27.893	1	174.211.108.176	1
EN	anonymous	R_50PzcjrA6X49oxb	407	-89.9085	R_50PzcjrA6X49oxb	100	64862dc8ab0550c6e4aee2c9	2023-12-25T16:05:31Z	2	2	2023-12-25T16:12:19.101Z	3	2023-12-25T16:12:18Z	0	5	1	35.1128	1	70.130.111.34	1
EN	anonymous	R_5ApEi5mdBbZgVwJ	177	-76.2221	R_5ApEi5mdBbZgVwJ	100	63cff0ee5a71205791bc62c5	2023-12-25T16:09:32Z	3	3	2023-12-25T16:12:29.639Z	1	2023-12-25T16:12:29Z	0	2	1	43.1493	1	24.103.128.99	1
EN	anonymous	R_1ImDhcZ2tEcvEOc	114	-88.9865	R_1ImDhcZ2tEcvEOc	100	5c57890153fba80001bd3ba1	2023-12-25T16:11:04Z	1	2	2023-12-25T16:12:59.302Z	3	2023-12-25T16:12:58Z	0	5	1	39.8443	1	73.110.37.48	1
EN	anonymous	R_35Fm0nsC4AzBszf	229	-83.135	R_35Fm0nsC4AzBszf	100	650af7c514f8c6a0c0a91332	2023-12-25T16:09:46Z	1	2	2023-12-25T16:13:37.094Z	3	2023-12-25T16:13:36Z	0	5	1	42.4933	1	99.158.225.21	1
EN	anonymous	R_6CBKsMeyMVXUnlz	94	-96.8141	R_6CBKsMeyMVXUnlz	100	5de1986c040f531f97eb6092	2023-12-25T16:12:07Z	1	2	2023-12-25T16:13:42.313Z	3	2023-12-25T16:13:41Z	0	5	1	32.8131	1	172.59.194.214	1
EN	anonymous	R_6lGEiwCRHiyOqDs	154	-119.8629	R_6lGEiwCRHiyOqDs	100	63d31b44050f25d498f32cd1	2023-12-25T16:11:22Z	1	2	2023-12-25T16:13:57.353Z	3	2023-12-25T16:13:56Z	0	5	1	39.4788	1	71.83.120.59	2
EN	anonymous	R_3F20x6szIkgu2k1	308	-77.0203	R_3F20x6szIkgu2k1	100	5fd8fd5b9059451343f81263	2023-12-25T16:09:05Z	1	2	2023-12-25T16:14:14.313Z	2	2023-12-25T16:14:13Z	0	5	1	38.9091	1	73.173.186.36	1
EN	anonymous	R_1Y8jZllMcPnP0gF	111	-84.2601	R_1Y8jZllMcPnP0gF	100	5eb0deb2bd00da19c156f390	2023-12-25T16:13:23Z	2	1	2023-12-25T16:15:14.961Z	3	2023-12-25T16:15:14Z	0	5	1	33.7542	1	24.126.151.19	1
EN	anonymous	R_5pQi55ax5BeWTlh	148	-115.0886	R_5pQi55ax5BeWTlh	100	62ddda5556d80cb75d1f9bee	2023-12-25T16:13:32Z	2	1	2023-12-25T16:16:00.945Z	2	2023-12-25T16:16:00Z	0	5	1	36.0907	1	72.193.206.223	1
EN	anonymous	R_5MsyWdqTbv91vtA	92	-73.9473	R_5MsyWdqTbv91vtA	100	5ac015efe1099600016a5d17	2023-12-25T16:14:41Z	1	2	2023-12-25T16:16:14.674Z	3	2023-12-25T16:16:14Z	0	5	1	40.7064	1	166.194.188.137	1
EN	anonymous	R_16ngqDJBjAIcRMQ	124	-122.8047	R_16ngqDJBjAIcRMQ	100	62926b2bba027005e0a84475	2023-12-25T16:14:19Z	1	2	2023-12-25T16:16:24.730Z	3	2023-12-25T16:16:24Z	0	5	1	38.5463	4	73.223.206.27	1
EN	anonymous	R_32XJAJYZyuRaLFM	142	-74.8354	R_32XJAJYZyuRaLFM	100	5c5c7b424fff5700017eb384	2023-12-25T16:14:02Z	1	1	2023-12-25T16:16:25.136Z	4	2023-12-25T16:16:24Z	0	5	1	39.9834	2	73.10.188.205	1
EN	anonymous	R_1OV6944OCHUYLqg	133	-83.7732	R_1OV6944OCHUYLqg	100	60fece35afedb0bdd821592a	2023-12-25T16:14:21Z	1	1	2023-12-25T16:16:35.531Z	1	2023-12-25T16:16:35Z	0	5	1	34.2576	1	73.82.242.203	1
EN	anonymous	R_1el9KlKyCBwNYTC	203	-87.7393	R_1el9KlKyCBwNYTC	100	657e9e4a33c7028e7427cbaf	2023-12-25T16:13:22Z	3	3	2023-12-25T16:16:46.701Z	3	2023-12-25T16:16:46Z	0	4	1	41.9457	2	172.58.164.245	1
EN	anonymous	R_52t2eA3YTrIPy3e	163	-79.7777	R_52t2eA3YTrIPy3e	100	656352099216e3f40fcd121d	2023-12-25T16:14:19Z	2	2	2023-12-25T16:17:03.298Z	3	2023-12-25T16:17:02Z	0	5	1	36.1219	2	71.71.93.224	1
EN	anonymous	R_3IY1AJuwJ3D7DX4	182	-73.9858	R_3IY1AJuwJ3D7DX4	100	656c93ddc053d63a280ae0dd	2023-12-25T16:14:36Z	1	1	2023-12-25T16:17:39.531Z	3	2023-12-25T16:17:39Z	0	5	1	40.738	1	173.56.64.106	1
EN	anonymous	R_5IFcD1imfIBtQ6T	54	-118.1888	R_5IFcD1imfIBtQ6T	100	62fcdbdd2bc88e5f058ca548	2023-12-25T16:16:48Z	1	2	2023-12-25T16:17:43.840Z	3	2023-12-25T16:17:43Z	0	5	1	34.113	1	76.176.31.224	1
EN	anonymous	R_7Pe6AB5jPzXxwWM	393	-117.9053	R_7Pe6AB5jPzXxwWM	100	655f8e46111e1df6951e1ede	2023-12-25T16:11:50Z	1	2	2023-12-25T16:18:23.815Z	3	2023-12-25T16:18:23Z	0	4	1	33.8956	4	47.229.243.132	1
EN	anonymous	R_1m7R7RFo62WkoSA	131	-74.7031	R_1m7R7RFo62WkoSA	100	6279333f71a274556df70ee2	2023-12-25T16:16:26Z	1	2	2023-12-25T16:18:38.698Z	3	2023-12-25T16:18:38Z	0	5	1	40.9024	3	47.18.161.28	1
EN	anonymous	R_1nW6Y202SDQ9g7B	218	-98.5677	R_1nW6Y202SDQ9g7B	100	6522b5d885b97591017c0418	2023-12-25T16:15:02Z	1	2	2023-12-25T16:18:41.981Z	3	2023-12-25T16:18:41Z	0	5	1	29.4553	1	136.51.52.239	1
EN	anonymous	R_55z5qjdD3EgZHrO	95	-77.0336	R_55z5qjdD3EgZHrO	100	5bb91c132e2fe50001be0d08	2023-12-25T16:18:10Z	1	2	2023-12-25T16:19:45.540Z	3	2023-12-25T16:19:45Z	0	5	1	38.9994	1	216.164.53.59	1
EN	anonymous	R_51pwJITUxz9Mnq6	154	-75.296	R_51pwJITUxz9Mnq6	100	645a93f0017bb2a61f0cf72a	2023-12-25T16:17:29Z	1	2	2023-12-25T16:20:04.409Z	2	2023-12-25T16:20:03Z	0	5	1	40.2363	1	100.11.123.100	3
EN	anonymous	R_1hASBgSrUwGUa7P	165	-117.6105	R_1hASBgSrUwGUa7P	100	6290d05992a97c47797f9de3	2023-12-25T16:17:35Z	1	2	2023-12-25T16:20:21.295Z	3	2023-12-25T16:20:20Z	0	5	1	33.9243	1	70.241.139.35	1
EN	anonymous	R_5PLhEvsCsk9sp7X	105	-79.0058	R_5PLhEvsCsk9sp7X	100	593890eac6aa16000101f037	2023-12-25T16:19:10Z	3	2	2023-12-25T16:20:56.397Z	1	2023-12-25T16:20:55Z	0	5	1	35.0597	4	174.110.0.177	1
EN	anonymous	R_1wi626SxeAf1pEy	163	-122.6322	R_1wi626SxeAf1pEy	100	6574bd9b9b3c601d1c28500f	2023-12-25T16:18:23Z	1	1	2023-12-25T16:21:07.457Z	2	2023-12-25T16:21:06Z	0	5	1	48.3108	1	73.140.200.92	1
EN	anonymous	R_7pRJKZQlcnqq5tc	445	-122.1857	R_7pRJKZQlcnqq5tc	100	5fc2a0d812bc59000b746ee5	2023-12-25T16:13:48Z	1	1	2023-12-25T16:21:14.857Z	3	2023-12-25T16:21:14Z	0	5	1	47.6784	3	67.160.40.203	1
EN	anonymous	R_61pMvDHKLkjzCXy	112	-86.8653	R_61pMvDHKLkjzCXy	100	5f7b8d1186b828165dae8e5f	2023-12-25T16:19:27Z	1	2	2023-12-25T16:21:19.926Z	3	2023-12-25T16:21:19Z	0	5	1	36.1093	4	76.22.192.136	1
EN	anonymous	R_6VrlDeIjYB5dGUi	87	-78.853	R_6VrlDeIjYB5dGUi	100	60ebd106ca635af4d76098cd	2023-12-25T16:20:03Z	1	2	2023-12-25T16:21:30.954Z	2	2023-12-25T16:21:30Z	0	5	1	43.0505	3	76.37.204.101	1
EN	anonymous	R_37HyBYKA64X26wu	194	-86.5776	R_37HyBYKA64X26wu	100	5f5129fd7f3efa1219f192a3	2023-12-25T16:18:33Z	1	2	2023-12-25T16:21:48.416Z	1	2023-12-25T16:21:47Z	0	5	1	39.1963	1	68.68.95.85	1
EN	anonymous	R_5i7840EyokravBL	77	-85.4273	R_5i7840EyokravBL	100	5e7908b92d882b4b6d8fa8e1	2023-12-25T16:21:52Z	2	2	2023-12-25T16:23:10.598Z	3	2023-12-25T16:23:10Z	0	4	1	40.2116	1	68.50.79.141	1
EN	anonymous	R_3NrVvFLhTsrrZ4Y	108	-79.0058	R_3NrVvFLhTsrrZ4Y	100	63ed99d5c3520191a0a7280e	2023-12-25T16:21:29Z	1	1	2023-12-25T16:23:18.790Z	3	2023-12-25T16:23:18Z	0	5	1	35.0597	1	174.110.202.238	1
EN	anonymous	R_37CAUGGeZLFRKTL	96	-78.8638	R_37CAUGGeZLFRKTL	100	65416bef0f88c6a3ede69f8c	2023-12-25T16:21:54Z	2	2	2023-12-25T16:23:30.772Z	1	2023-12-25T16:23:30Z	0	4	1	42.9554	3	172.100.32.154	1
EN	anonymous	R_1sE6DNEEhBgdmAV	128	-92.4189	R_1sE6DNEEhBgdmAV	100	657b22f7b6c0bfc170abecf9	2023-12-25T16:22:00Z	1	2	2023-12-25T16:24:10.391Z	3	2023-12-25T16:24:09Z	0	5	1	34.7857	1	108.196.6.196	1
EN	anonymous	R_7qKwktFs5xBrNdJ	120	-81.2845	R_7qKwktFs5xBrNdJ	100	57b76ea36aeef20001e8928d	2023-12-25T16:22:41Z	1	2	2023-12-25T16:24:42.655Z	1	2023-12-25T16:24:42Z	0	5	1	29.0508	1	72.188.20.107	1
EN	anonymous	R_7eOSsi0D3bV1K9v	74	-83.7017	R_7eOSsi0D3bV1K9v	100	5d93b788fdfe9d001c00c255	2023-12-25T16:23:32Z	1	1	2023-12-25T16:24:47.034Z	3	2023-12-25T16:24:46Z	0	5	1	42.2324	1	73.161.58.104	1
EN	anonymous	R_3k0acP2fX0ULS22	105	-86.5654	R_3k0acP2fX0ULS22	100	6229ee11f6b5405956544966	2023-12-25T16:23:06Z	1	1	2023-12-25T16:24:52.589Z	3	2023-12-25T16:24:52Z	0	5	1	34.7315	1	136.53.55.37	1
EN	anonymous	R_7rGdobP9fAtTdPr	112	-98.3914	R_7rGdobP9fAtTdPr	100	5d100514de34c40016972f5b	2023-12-25T16:23:40Z	1	1	2023-12-25T16:25:32.998Z	3	2023-12-25T16:25:32Z	0	5	1	40.5899	1	50.96.8.176	1
EN	anonymous	R_3rpl6wyo8N8w72P	130	-86.7014	R_3rpl6wyo8N8w72P	100	60fcef8b8d8f7e5610b219eb	2023-12-25T16:23:37Z	1	2	2023-12-25T16:25:48.658Z	1	2023-12-25T16:25:48Z	0	5	1	33.6454	1	174.218.58.91	1
EN	anonymous	R_5WZrazBf7jFeoDD	389	-82.3606	R_5WZrazBf7jFeoDD	100	60bae671bf92bf34f7a774ce	2023-12-25T16:19:22Z	1	2	2023-12-25T16:25:52.486Z	3	2023-12-25T16:25:52Z	0	5	1	29.6825	1	24.170.192.99	1
EN	anonymous	R_18RJfnQ81Jz5Z0A	367	-88.9922	R_18RJfnQ81Jz5Z0A	100	5f330bfd7109cd0e649566b6	2023-12-25T16:19:53Z	1	2	2023-12-25T16:26:01.114Z	3	2023-12-25T16:26:00Z	0	5	1	40.4798	1	50.103.124.205	1
EN	anonymous	R_6tzFHL6lV8R4law	155	-90.6353	R_6tzFHL6lV8R4law	100	5c5f8a910edbd90001e1feda	2023-12-25T16:23:45Z	3	2	2023-12-25T16:26:21.425Z	3	2023-12-25T16:26:20Z	0	5	1	38.5159	1	172.12.237.242	1
EN	anonymous	R_1qrpAeS3iWpD1GV	137	-122.6417	R_1qrpAeS3iWpD1GV	100	5e838558ba24c80cb2be35bd	2023-12-25T16:24:16Z	2	2	2023-12-25T16:26:35.044Z	3	2023-12-25T16:26:34Z	0	5	1	45.5472	4	71.36.120.243	1
EN	anonymous	R_11vs1nxsf5z09Qn	228	-93.3366	R_11vs1nxsf5z09Qn	100	5d6c1075a9d20a0001de4f80	2023-12-25T16:22:52Z	1	2	2023-12-25T16:26:42.131Z	3	2023-12-25T16:26:41Z	0	5	1	44.9509	2	174.229.181.250	1
EN	anonymous	R_3ZwC2MepcRMJewh	322	-87.7032	R_3ZwC2MepcRMJewh	100	5f674f8b8dbc2b0416c59902	2023-12-25T16:22:14Z	2	4	2023-12-25T16:27:36.871Z	2	2023-12-25T16:27:36Z	0	4	1	41.9211	4	172.59.187.220	1
EN	anonymous	R_3kF9nKucnwsYp2u	485	-96.729	R_3kF9nKucnwsYp2u	100	5efe85d36b4d873908aff881	2023-12-25T16:21:17Z	1	2	2023-12-25T16:29:23.536Z	1	2023-12-25T16:29:23Z	0	5	1	33.0225	1	97.99.233.63	1
EN	anonymous	R_13d7Yd7fwW35n3f	237	-105.0546	R_13d7Yd7fwW35n3f	100	6588baaf0eab6cd8b36dc91a	2023-12-25T16:27:23Z	1	2	2023-12-25T16:31:21.962Z	1	2023-12-25T16:31:21Z	0	5	1	40.5377	4	73.14.97.72	1
EN	anonymous	R_1n8RgyIwFE54mZW	578	-96.9993	R_1n8RgyIwFE54mZW	100	5f852dee17ab6c2136ac62e4	2023-12-25T16:23:45Z	2	2	2023-12-25T16:33:25.406Z	3	2023-12-25T16:33:24Z	0	5	1	32.7117	1	97.99.173.206	1
EN	anonymous	R_7d5gaBKjaUC3t5N	186	-95.4256	R_7d5gaBKjaUC3t5N	100	656b3c922335be29f747d99c	2023-12-25T17:00:44Z	1	2	2023-12-25T17:03:51.655Z	1	2023-12-25T17:03:50Z	0	3	1	29.8203	1	45.21.13.219	3
EN	anonymous	R_5GW7Z7fLLlToo1R	2467	-97.7271	R_5GW7Z7fLLlToo1R	100	55d0945934e9060005e57258	2023-12-25T16:24:19Z	1	2	2023-12-25T17:05:27.363Z	3	2023-12-25T17:05:26Z	0	5	1	30.3075	1	136.62.63.131	1
EN	anonymous	R_1P13jqA8wfcVuVz	117		R_1P13jqA8wfcVuVz	63	600b3c619b60d80b64f9de39	2023-12-18T21:35:35Z		1	2023-12-25T21:37:39.746Z	2	2023-12-18T21:37:33Z	0		0		1	73.66.207.229	1
EN	anonymous	R_5EMXXq0oXp2F0BV	107		R_5EMXXq0oXp2F0BV	63	5b197b8088ee7400012ae154	2023-12-18T21:44:37Z		2	2023-12-25T21:46:25.922Z	3	2023-12-18T21:46:24Z	0		0		1	68.74.181.234	2
EN	anonymous	R_32qTgP2zf0fXdFk	130		R_32qTgP2zf0fXdFk	63	651ad6fdb3f4e34ceffd3c91	2023-12-25T16:24:33Z		1	2024-01-01T16:26:45.321Z	2	2023-12-25T16:26:43Z	0		0		2	97.101.48.34	1
EN	anonymous	R_6hsTX68s8ShXROX	131	-75.1814	R_6hsTX68s8ShXROX	100	658af6571af5827033c858e2	2024-01-16T21:18:07Z	1	2	2024-01-16T21:20:19.359Z	3	2024-01-16T21:20:18Z	0	5	1	39.952	1	130.91.58.175	1
EN	anonymous	R_7KwPgRAPwsBEp79	130	-120.3267	R_7KwPgRAPwsBEp79	100	5c800507a1d4b900114f28c4	2024-01-16T21:22:57Z	1	1	2024-01-16T21:25:08.279Z	3	2024-01-16T21:25:07Z	0	5	1	37.9998	1	73.41.209.230	1
EN	anonymous	R_3F5qEEsftfmIosU	454	-71.7553	R_3F5qEEsftfmIosU	100	6562ea216e267d7a7ead52e3	2024-01-16T21:17:36Z	1	2	2024-01-16T21:25:12.030Z	1	2024-01-16T21:25:11Z	0	5	1	42.5301	1	108.20.214.73	1
EN	anonymous	R_68zy5A87SHtbv5Y	122	-157.9703	R_68zy5A87SHtbv5Y	100	6434bf1673e6e1439a0220cc	2024-01-16T21:36:05Z	1	2	2024-01-16T21:38:08.760Z	3	2024-01-16T21:38:08Z	0	5	1	21.408	1	76.39.49.128	1
EN	anonymous	R_61cmaDL3oCXI6nP	148	-81.5498	R_61cmaDL3oCXI6nP	100	6334f074d8c62dca5081e66c	2024-01-16T21:44:57Z	1	2	2024-01-16T21:47:26.581Z	2	2024-01-16T21:47:25Z	0	5	1	30.0822	1	108.216.6.119	3
EN	anonymous	R_1UKaq0LshV4R2w1	118	-87.8964	R_1UKaq0LshV4R2w1	100	610c8dcba54f40dae1c50278	2024-01-16T21:45:58Z	3	3	2024-01-16T21:47:58.201Z	4	2024-01-16T21:47:57Z	0	3	1	43.0475	2	108.250.211.51	1
EN	anonymous	R_5xPUCq6bNOTa3jX	212	-120.3267	R_5xPUCq6bNOTa3jX	100	606cba49bb285f26a3afee25	2024-01-16T21:44:48Z	1	2	2024-01-16T21:48:21.130Z	2	2024-01-16T21:48:20Z	0	4	1	37.9998	1	73.41.209.230	1
EN	anonymous	R_3GDkDUIJtXZ8isD	137	-92.3934	R_3GDkDUIJtXZ8isD	100	6150b0f1ea43af10285ea4b9	2024-01-16T21:46:13Z	1	2	2024-01-16T21:48:30.928Z	3	2024-01-16T21:48:30Z	0	5	1	44.009	1	96.42.64.171	1
EN	anonymous	R_5pcRv1YfLbX0jvz	291	-82.7324	R_5pcRv1YfLbX0jvz	100	571c944ee1d2ec0012a68677	2024-01-16T21:45:06Z	1	2	2024-01-16T21:49:58.816Z	3	2024-01-16T21:49:58Z	0	5	1	28.232	1	47.197.173.164	1
EN	anonymous	R_6336QRLVktIO1KV	116	-121.798	R_6336QRLVktIO1KV	100	5eadd264593baa0df31702d5	2024-01-16T21:50:15Z	2	3	2024-01-16T21:52:12.773Z	2	2024-01-16T21:52:12Z	0	4	1	37.3372	4	24.23.186.233	1
EN	anonymous	R_5gFOyKjh2McuI69	347	-84.8983	R_5gFOyKjh2McuI69	100	63ff70394f575c66d6c1c9a3	2024-01-16T21:47:42Z	1	2	2024-01-16T21:53:29.754Z	3	2024-01-16T21:53:29Z	0	3	1	39.8335	1	68.45.114.83	1
EN	anonymous	R_3dZdFmHW49fmclZ	60	-89.0843	R_3dZdFmHW49fmclZ	100	600a42147d9d4e1ac5f088f4	2024-01-16T21:52:30Z	1	2	2024-01-16T21:53:32.047Z	3	2024-01-16T21:53:31Z	0	5	1	42.5649	1	71.87.137.82	1
EN	anonymous	R_7Hv2nVuEux3aCP5	149	-83.3146	R_7Hv2nVuEux3aCP5	100	5cbc97cd214b1a0001ccfa53	2024-01-16T21:51:18Z	1	2	2024-01-16T21:53:48.130Z	3	2024-01-16T21:53:47Z	0	5	1	42.294	2	98.209.40.112	1
EN	anonymous	R_7k4VH2te8wNZSXT	111	-81.485	R_7k4VH2te8wNZSXT	100	5fdb6ef5b34a6f6b2634b566	2024-01-16T21:52:08Z	1	2	2024-01-16T21:54:00.634Z	3	2024-01-16T21:54:00Z	0	5	1	28.5815	1	68.202.92.39	1
EN	anonymous	R_54x92uyYzRr87jX	233	-84.4455	R_54x92uyYzRr87jX	100	6579f041c41219b56eaadd23	2024-01-16T21:50:09Z	1	1	2024-01-16T21:54:03.234Z	2	2024-01-16T21:54:02Z	0	5	1	33.7838	1	24.125.52.34	3
EN	anonymous	R_59makZwcjbHVpbH	187	-121.0008	R_59makZwcjbHVpbH	100	62c3992bda6cb92e0a6aad95	2024-01-16T21:51:23Z	1	1	2024-01-16T21:54:30.755Z	3	2024-01-16T21:54:30Z	0	5	1	37.7962	1	97.86.135.26	1
EN	anonymous	R_1QDCt4g5NVHlmRU	181	-83.2735	R_1QDCt4g5NVHlmRU	100	65996056722aa5642a2c4600	2024-01-16T21:51:59Z	1	2	2024-01-16T21:55:01.486Z	3	2024-01-16T21:55:00Z	0	5	1	42.776	1	68.42.111.68	2
EN	anonymous	R_6hAWeWYvQH7qzXd	160	-121.4053	R_6hAWeWYvQH7qzXd	100	5d89c4dd68f9d60001a21500	2024-01-16T21:52:43Z	1	2	2024-01-16T21:55:24.126Z	3	2024-01-16T21:55:23Z	0	5	1	38.5879	1	73.116.82.65	1
EN	anonymous	R_53gkNvsNDleHZi9	315	-85.8417	R_53gkNvsNDleHZi9	100	6019917a6e5c280d8a89264d	2024-01-16T21:51:02Z	1	2	2024-01-16T21:56:18.799Z	3	2024-01-16T21:56:18Z	0	5	1	33.6528	1	184.155.161.224	1
EN	anonymous	R_5CBPYcgrEKIgsB3	114	-84.3578	R_5CBPYcgrEKIgsB3	100	650beb3afdc0195ec4ffda89	2024-01-16T21:56:17Z	1	2	2024-01-16T21:58:13.355Z	3	2024-01-16T21:58:12Z	0	5	1	41.2779	4	75.187.127.104	1
EN	anonymous	R_7ZJsymGIGECdNPS	307	-80.1423	R_7ZJsymGIGECdNPS	100	5e4915503f7dd939f72a73f8	2024-01-16T21:53:13Z	1	2	2024-01-16T21:58:21.276Z	1	2024-01-16T21:58:20Z	0	5	1	26.5331	1	164.68.148.49	1
EN	anonymous	R_34NxsCsLI9FXbjE	100	-121.962	R_34NxsCsLI9FXbjE	100	5fecf6e660d5fba3b127a9c4	2024-01-16T21:57:03Z	1	1	2024-01-16T21:58:45.114Z	4	2024-01-16T21:58:44Z	0	5	1	37.3931	1	73.231.117.58	1
EN	anonymous	R_58CnTXZ5KsUqiIE	24	-73.4483	R_58CnTXZ5KsUqiIE	100	655fb4b0e8fa618206e990f5	2024-01-16T21:58:36Z	3	2	2024-01-16T21:59:02.080Z	1	2024-01-16T21:59:01Z	0	3	1	41.3908	2	24.34.221.183	2
EN	anonymous	R_7YM9lRvJp6PyYv8	184	-118.2863	R_7YM9lRvJp6PyYv8	100	60ff0fc89dd6346ad1246ef7	2024-01-16T21:55:59Z	1	2	2024-01-16T21:59:04.078Z	4	2024-01-16T21:59:03Z	0	5	1	33.9555	1	172.58.209.154	1
EN	anonymous	R_3X4IG1GxBxd6Zpv	81	-76.866	R_3X4IG1GxBxd6Zpv	100	6401e70af583670c1b41c0b1	2024-01-16T21:58:04Z	1	2	2024-01-16T21:59:26.562Z	3	2024-01-16T21:59:25Z	0	5	1	39.1063	1	174.216.149.36	1
EN	anonymous	R_5FmMWPVR98z7Gxj	129	-86.7861	R_5FmMWPVR98z7Gxj	100	65a2e30529f1fc5859967544	2024-01-16T21:57:44Z	1	1	2024-01-16T21:59:54.622Z	2	2024-01-16T21:59:53Z	0	2	1	36.1671	1	166.196.86.79	1
EN	anonymous	R_1WZTAWYIytPwHIt	110	-80.8957	R_1WZTAWYIytPwHIt	100	6595a67825c5829c491c8244	2024-01-16T21:58:06Z	1	2	2024-01-16T21:59:57.493Z	4	2024-01-16T21:59:57Z	0	5	1	35.2369	4	166.199.170.49	1
EN	anonymous	R_1ut69Vc9sqDEY8N	170	-118.0268	R_1ut69Vc9sqDEY8N	100	5bf9bd81549c180001dab194	2024-01-16T21:59:29Z	1	2	2024-01-16T22:02:20.512Z	3	2024-01-16T22:02:20Z	0	5	1	33.7783	1	98.149.102.113	1
EN	anonymous	R_74ecPdIDALkE2Sw	154	-122.8475	R_74ecPdIDALkE2Sw	100	5dd8c6e24c97928688acd05d	2024-01-16T22:02:01Z	1	2	2024-01-16T22:04:36.449Z	3	2024-01-16T22:04:35Z	0	5	1	42.3394	1	75.139.200.211	1
EN	anonymous	R_5OqU30RhhlD6U1k	156	-122.6541	R_5OqU30RhhlD6U1k	100	5c28a7d31c8e4c0001b2e0a4	2024-01-16T22:02:00Z	1	2	2024-01-16T22:04:37.625Z	4	2024-01-16T22:04:37Z	0	5	1	45.6952	1	71.34.100.178	1
