endDate	PROLIFIC_PID	QID2	recordedDate	_recordId	userLanguage	responseId	progress	QID5	locationLatitude	finished	QID1	status	QID8	QID3	QID4	locationLongitude	ipAddress	startDate	duration	distributionChannel	QID6
2023-12-25T16:06:03Z	6362284d068a62906d1cc4d1	1	2023-12-25T16:06:04.206Z	R_6gf2GC7pNVjzqmd	EN	R_6gf2GC7pNVjzqmd	100	2	42.0943	1	4	0	4	3	4	-76.8078	76.37.96.98	2023-12-25T16:03:20Z	162	anonymous	1
2023-12-25T16:06:40Z	62acca0e028fea59c33bf2fe	1	2023-12-25T16:06:41.741Z	R_3iUlt0uaZmh2HXb	EN	R_3iUlt0uaZmh2HXb	100	1	29.8478	1	3	0	5	1	4	-95.6599	174.203.6.167	2023-12-25T16:04:35Z	125	anonymous	1
2023-12-25T16:07:25Z	60ff9a73f5eca5e11ae6352c	1	2023-12-25T16:07:25.846Z	R_5n2OaA1mRpQxRD9	EN	R_5n2OaA1mRpQxRD9	100	3	35.837	1	1	0	5	2	4	-84.008	174.177.76.195	2023-12-25T16:04:47Z	157	anonymous	1
2023-12-25T16:08:00Z	629e240d15c1ee22dbcdfd1f	1	2023-12-25T16:08:01.250Z	R_5Xy3JdTEcXpK32V	EN	R_5Xy3JdTEcXpK32V	100	2	32.7449	1	1	0	5	1	4	-117.165	72.197.183.28	2023-12-25T16:05:43Z	137	anonymous	1
2023-12-25T16:08:29Z	651aa7db39658e91e9469c80	1	2023-12-25T16:08:30.279Z	R_3EJSUZHMkVdWcJR	EN	R_3EJSUZHMkVdWcJR	100	2	35.8437	1	1	0	5	2	4	-86.3881	174.238.169.124	2023-12-25T16:05:46Z	163	anonymous	1
2023-12-25T16:08:49Z	5e1276f7e69d0a912635da16	1	2023-12-25T16:08:50.481Z	R_31haQWVKnsw5T0m	EN	R_31haQWVKnsw5T0m	100	3	33.9372	1	1	0	5	2	4	-84.0791	24.99.102.134	2023-12-25T16:05:43Z	186	anonymous	1
2023-12-25T16:08:52Z	656a74e0234d6c5371d3f042	1	2023-12-25T16:08:52.747Z	R_7ob7Ms9hnEzqJdR	EN	R_7ob7Ms9hnEzqJdR	100	2	29.4411	1	2	0	5	1	3	-98.4936	172.59.233.70	2023-12-25T16:06:15Z	156	anonymous	1
2023-12-25T16:09:02Z	57ac9e210493620001d3a277	1	2023-12-25T16:09:02.910Z	R_3LGqEKGLHgcnTcL	EN	R_3LGqEKGLHgcnTcL	100	3	29.6138	1	1	0	5	2	4	-82.386	23.123.106.151	2023-12-25T16:07:22Z	99	anonymous	1
2023-12-25T16:09:11Z	63a5d44a2536f3e1cfb42541	1	2023-12-25T16:09:12.149Z	R_52PHVyAhbpYv2T2	EN	R_52PHVyAhbpYv2T2	100	1	41.8825	1	1	0	4	2	4	-87.7185	172.59.188.102	2023-12-25T16:04:43Z	268	anonymous	3
2023-12-25T16:09:25Z	60c261fc9149f791a6f20a54	1	2023-12-25T16:09:25.559Z	R_1osT1uqO9kWiga5	EN	R_1osT1uqO9kWiga5	100	2	33.5038	1	1	0	4	3	4	-112.0253	72.216.133.235	2023-12-25T16:07:21Z	123	anonymous	1
2023-12-25T16:09:27Z	64d59329f652ebed1955560d	1	2023-12-25T16:09:28.203Z	R_7OobHPYynU7Cy4T	EN	R_7OobHPYynU7Cy4T	100	2	39.6562	1	4	0	5	2	4	-104.7866	75.71.88.101	2023-12-25T16:07:31Z	116	anonymous	1
2023-12-25T16:09:37Z	656383eac728fc8ebcf313e6	1	2023-12-25T16:09:38.175Z	R_7RpSwmtM7oL7GN4	EN	R_7RpSwmtM7oL7GN4	100	3	38.6967	1	1	0	5	2	4	-121.313	67.187.134.55	2023-12-25T16:06:18Z	198	anonymous	1
2023-12-25T16:09:46Z	609d9d4ac5a6c58f5554af71	1	2023-12-25T16:09:46.570Z	R_7qPULTjhRFCptfD	EN	R_7qPULTjhRFCptfD	100	3	39.211	1	1	0	5	2	4	-76.8362	73.200.184.44	2023-12-25T16:06:50Z	175	anonymous	3
2023-12-25T16:11:32Z	5dddd93ce2dcbdd58abe31f2	1	2023-12-25T16:11:32.767Z	R_61WLldQThrtyivE	EN	R_61WLldQThrtyivE	100	3	39.732	1	1	0	5	2	4	-104.8633	75.71.40.167	2023-12-25T16:08:48Z	163	anonymous	1
2023-12-25T16:11:54Z	5bd23f11f8e0680001660e14	3	2023-12-25T16:11:54.897Z	R_38MuEWFmVaybCS9	EN	R_38MuEWFmVaybCS9	100	2	40.4605	1	1	0	5	1	4	-74.3039	24.47.220.131	2023-12-25T16:09:21Z	153	anonymous	1
2023-12-25T16:12:16Z	614e7ef6e98951c5af6fd9f7	1	2023-12-25T16:12:17.275Z	R_6kpjbb62fyVA52m	EN	R_6kpjbb62fyVA52m	100	3	27.893	1	1	0	5	1	4	-82.5074	174.211.108.176	2023-12-25T16:10:26Z	110	anonymous	1
2023-12-25T16:12:18Z	64862dc8ab0550c6e4aee2c9	1	2023-12-25T16:12:19.101Z	R_50PzcjrA6X49oxb	EN	R_50PzcjrA6X49oxb	100	3	35.1128	1	1	0	5	2	4	-89.9085	70.130.111.34	2023-12-25T16:05:31Z	407	anonymous	2
2023-12-25T16:12:29Z	63cff0ee5a71205791bc62c5	1	2023-12-25T16:12:29.639Z	R_5ApEi5mdBbZgVwJ	EN	R_5ApEi5mdBbZgVwJ	100	1	43.1493	1	1	0	2	3	3	-76.2221	24.103.128.99	2023-12-25T16:09:32Z	177	anonymous	3
2023-12-25T16:12:58Z	5c57890153fba80001bd3ba1	1	2023-12-25T16:12:59.302Z	R_1ImDhcZ2tEcvEOc	EN	R_1ImDhcZ2tEcvEOc	100	3	39.8443	1	1	0	5	2	4	-88.9865	73.110.37.48	2023-12-25T16:11:04Z	114	anonymous	1
2023-12-25T16:13:36Z	650af7c514f8c6a0c0a91332	1	2023-12-25T16:13:37.094Z	R_35Fm0nsC4AzBszf	EN	R_35Fm0nsC4AzBszf	100	3	42.4933	1	1	0	5	2	4	-83.135	99.158.225.21	2023-12-25T16:09:46Z	229	anonymous	1
2023-12-25T16:13:41Z	5de1986c040f531f97eb6092	1	2023-12-25T16:13:42.313Z	R_6CBKsMeyMVXUnlz	EN	R_6CBKsMeyMVXUnlz	100	3	32.8131	1	1	0	5	2	4	-96.8141	172.59.194.214	2023-12-25T16:12:07Z	94	anonymous	1
2023-12-25T16:13:56Z	63d31b44050f25d498f32cd1	2	2023-12-25T16:13:57.353Z	R_6lGEiwCRHiyOqDs	EN	R_6lGEiwCRHiyOqDs	100	3	39.4788	1	1	0	5	2	4	-119.8629	71.83.120.59	2023-12-25T16:11:22Z	154	anonymous	1
2023-12-25T16:14:13Z	5fd8fd5b9059451343f81263	1	2023-12-25T16:14:14.313Z	R_3F20x6szIkgu2k1	EN	R_3F20x6szIkgu2k1	100	2	38.9091	1	1	0	5	2	4	-77.0203	73.173.186.36	2023-12-25T16:09:05Z	308	anonymous	1
2023-12-25T16:15:14Z	5eb0deb2bd00da19c156f390	1	2023-12-25T16:15:14.961Z	R_1Y8jZllMcPnP0gF	EN	R_1Y8jZllMcPnP0gF	100	3	33.7542	1	1	0	5	1	4	-84.2601	24.126.151.19	2023-12-25T16:13:23Z	111	anonymous	2
2023-12-25T16:16:00Z	62ddda5556d80cb75d1f9bee	1	2023-12-25T16:16:00.945Z	R_5pQi55ax5BeWTlh	EN	R_5pQi55ax5BeWTlh	100	2	36.0907	1	1	0	5	1	4	-115.0886	72.193.206.223	2023-12-25T16:13:32Z	148	anonymous	2
2023-12-25T16:16:14Z	5ac015efe1099600016a5d17	1	2023-12-25T16:16:14.674Z	R_5MsyWdqTbv91vtA	EN	R_5MsyWdqTbv91vtA	100	3	40.7064	1	1	0	5	2	4	-73.9473	166.194.188.137	2023-12-25T16:14:41Z	92	anonymous	1
2023-12-25T16:16:24Z	62926b2bba027005e0a84475	1	2023-12-25T16:16:24.730Z	R_16ngqDJBjAIcRMQ	EN	R_16ngqDJBjAIcRMQ	100	3	38.5463	1	4	0	5	2	4	-122.8047	73.223.206.27	2023-12-25T16:14:19Z	124	anonymous	1
2023-12-25T16:16:24Z	5c5c7b424fff5700017eb384	1	2023-12-25T16:16:25.136Z	R_32XJAJYZyuRaLFM	EN	R_32XJAJYZyuRaLFM	100	4	39.9834	1	2	0	5	1	4	-74.8354	73.10.188.205	2023-12-25T16:14:02Z	142	anonymous	1
2023-12-25T16:16:35Z	60fece35afedb0bdd821592a	1	2023-12-25T16:16:35.531Z	R_1OV6944OCHUYLqg	EN	R_1OV6944OCHUYLqg	100	1	34.2576	1	1	0	5	1	4	-83.7732	73.82.242.203	2023-12-25T16:14:21Z	133	anonymous	1
2023-12-25T16:16:46Z	657e9e4a33c7028e7427cbaf	1	2023-12-25T16:16:46.701Z	R_1el9KlKyCBwNYTC	EN	R_1el9KlKyCBwNYTC	100	3	41.9457	1	2	0	4	3	4	-87.7393	172.58.164.245	2023-12-25T16:13:22Z	203	anonymous	3
2023-12-25T16:17:02Z	656352099216e3f40fcd121d	1	2023-12-25T16:17:03.298Z	R_52t2eA3YTrIPy3e	EN	R_52t2eA3YTrIPy3e	100	3	36.1219	1	2	0	5	2	4	-79.7777	71.71.93.224	2023-12-25T16:14:19Z	163	anonymous	2
2023-12-25T16:17:39Z	656c93ddc053d63a280ae0dd	1	2023-12-25T16:17:39.531Z	R_3IY1AJuwJ3D7DX4	EN	R_3IY1AJuwJ3D7DX4	100	3	40.738	1	1	0	5	1	4	-73.9858	173.56.64.106	2023-12-25T16:14:36Z	182	anonymous	1
2023-12-25T16:17:43Z	62fcdbdd2bc88e5f058ca548	1	2023-12-25T16:17:43.840Z	R_5IFcD1imfIBtQ6T	EN	R_5IFcD1imfIBtQ6T	100	3	34.113	1	1	0	5	2	4	-118.1888	76.176.31.224	2023-12-25T16:16:48Z	54	anonymous	1
2023-12-25T16:18:23Z	655f8e46111e1df6951e1ede	1	2023-12-25T16:18:23.815Z	R_7Pe6AB5jPzXxwWM	EN	R_7Pe6AB5jPzXxwWM	100	3	33.8956	1	4	0	4	2	4	-117.9053	47.229.243.132	2023-12-25T16:11:50Z	393	anonymous	1
2023-12-25T16:18:38Z	6279333f71a274556df70ee2	1	2023-12-25T16:18:38.698Z	R_1m7R7RFo62WkoSA	EN	R_1m7R7RFo62WkoSA	100	3	40.9024	1	3	0	5	2	4	-74.7031	47.18.161.28	2023-12-25T16:16:26Z	131	anonymous	1
2023-12-25T16:18:41Z	6522b5d885b97591017c0418	1	2023-12-25T16:18:41.981Z	R_1nW6Y202SDQ9g7B	EN	R_1nW6Y202SDQ9g7B	100	3	29.4553	1	1	0	5	2	4	-98.5677	136.51.52.239	2023-12-25T16:15:02Z	218	anonymous	1
2023-12-25T16:19:45Z	5bb91c132e2fe50001be0d08	1	2023-12-25T16:19:45.540Z	R_55z5qjdD3EgZHrO	EN	R_55z5qjdD3EgZHrO	100	3	38.9994	1	1	0	5	2	4	-77.0336	216.164.53.59	2023-12-25T16:18:10Z	95	anonymous	1
2023-12-25T16:20:03Z	645a93f0017bb2a61f0cf72a	3	2023-12-25T16:20:04.409Z	R_51pwJITUxz9Mnq6	EN	R_51pwJITUxz9Mnq6	100	2	40.2363	1	1	0	5	2	4	-75.296	100.11.123.100	2023-12-25T16:17:29Z	154	anonymous	1
2023-12-25T16:20:20Z	6290d05992a97c47797f9de3	1	2023-12-25T16:20:21.295Z	R_1hASBgSrUwGUa7P	EN	R_1hASBgSrUwGUa7P	100	3	33.9243	1	1	0	5	2	4	-117.6105	70.241.139.35	2023-12-25T16:17:35Z	165	anonymous	1
2023-12-25T16:20:55Z	593890eac6aa16000101f037	1	2023-12-25T16:20:56.397Z	R_5PLhEvsCsk9sp7X	EN	R_5PLhEvsCsk9sp7X	100	1	35.0597	1	4	0	5	2	4	-79.0058	174.110.0.177	2023-12-25T16:19:10Z	105	anonymous	3
2023-12-25T16:21:06Z	6574bd9b9b3c601d1c28500f	1	2023-12-25T16:21:07.457Z	R_1wi626SxeAf1pEy	EN	R_1wi626SxeAf1pEy	100	2	48.3108	1	1	0	5	1	4	-122.6322	73.140.200.92	2023-12-25T16:18:23Z	163	anonymous	1
2023-12-25T16:21:14Z	5fc2a0d812bc59000b746ee5	1	2023-12-25T16:21:14.857Z	R_7pRJKZQlcnqq5tc	EN	R_7pRJKZQlcnqq5tc	100	3	47.6784	1	3	0	5	1	4	-122.1857	67.160.40.203	2023-12-25T16:13:48Z	445	anonymous	1
2023-12-25T16:21:19Z	5f7b8d1186b828165dae8e5f	1	2023-12-25T16:21:19.926Z	R_61pMvDHKLkjzCXy	EN	R_61pMvDHKLkjzCXy	100	3	36.1093	1	4	0	5	2	4	-86.8653	76.22.192.136	2023-12-25T16:19:27Z	112	anonymous	1
2023-12-25T16:21:30Z	60ebd106ca635af4d76098cd	1	2023-12-25T16:21:30.954Z	R_6VrlDeIjYB5dGUi	EN	R_6VrlDeIjYB5dGUi	100	2	43.0505	1	3	0	5	2	4	-78.853	76.37.204.101	2023-12-25T16:20:03Z	87	anonymous	1
2023-12-25T16:21:47Z	5f5129fd7f3efa1219f192a3	1	2023-12-25T16:21:48.416Z	R_37HyBYKA64X26wu	EN	R_37HyBYKA64X26wu	100	1	39.1963	1	1	0	5	2	4	-86.5776	68.68.95.85	2023-12-25T16:18:33Z	194	anonymous	1
2023-12-25T16:23:10Z	5e7908b92d882b4b6d8fa8e1	1	2023-12-25T16:23:10.598Z	R_5i7840EyokravBL	EN	R_5i7840EyokravBL	100	3	40.2116	1	1	0	4	2	4	-85.4273	68.50.79.141	2023-12-25T16:21:52Z	77	anonymous	2
2023-12-25T16:23:18Z	63ed99d5c3520191a0a7280e	1	2023-12-25T16:23:18.790Z	R_3NrVvFLhTsrrZ4Y	EN	R_3NrVvFLhTsrrZ4Y	100	3	35.0597	1	1	0	5	1	4	-79.0058	174.110.202.238	2023-12-25T16:21:29Z	108	anonymous	1
2023-12-25T16:23:30Z	65416bef0f88c6a3ede69f8c	1	2023-12-25T16:23:30.772Z	R_37CAUGGeZLFRKTL	EN	R_37CAUGGeZLFRKTL	100	1	42.9554	1	3	0	4	2	4	-78.8638	172.100.32.154	2023-12-25T16:21:54Z	96	anonymous	2
2023-12-25T16:24:09Z	657b22f7b6c0bfc170abecf9	1	2023-12-25T16:24:10.391Z	R_1sE6DNEEhBgdmAV	EN	R_1sE6DNEEhBgdmAV	100	3	34.7857	1	1	0	5	2	4	-92.4189	108.196.6.196	2023-12-25T16:22:00Z	128	anonymous	1
2023-12-25T16:24:42Z	57b76ea36aeef20001e8928d	1	2023-12-25T16:24:42.655Z	R_7qKwktFs5xBrNdJ	EN	R_7qKwktFs5xBrNdJ	100	1	29.0508	1	1	0	5	2	4	-81.2845	72.188.20.107	2023-12-25T16:22:41Z	120	anonymous	1
2023-12-25T16:24:46Z	5d93b788fdfe9d001c00c255	1	2023-12-25T16:24:47.034Z	R_7eOSsi0D3bV1K9v	EN	R_7eOSsi0D3bV1K9v	100	3	42.2324	1	1	0	5	1	4	-83.7017	73.161.58.104	2023-12-25T16:23:32Z	74	anonymous	1
2023-12-25T16:24:52Z	6229ee11f6b5405956544966	1	2023-12-25T16:24:52.589Z	R_3k0acP2fX0ULS22	EN	R_3k0acP2fX0ULS22	100	3	34.7315	1	1	0	5	1	4	-86.5654	136.53.55.37	2023-12-25T16:23:06Z	105	anonymous	1
2023-12-25T16:25:32Z	5d100514de34c40016972f5b	1	2023-12-25T16:25:32.998Z	R_7rGdobP9fAtTdPr	EN	R_7rGdobP9fAtTdPr	100	3	40.5899	1	1	0	5	1	4	-98.3914	50.96.8.176	2023-12-25T16:23:40Z	112	anonymous	1
2023-12-25T16:25:48Z	60fcef8b8d8f7e5610b219eb	1	2023-12-25T16:25:48.658Z	R_3rpl6wyo8N8w72P	EN	R_3rpl6wyo8N8w72P	100	1	33.6454	1	1	0	5	2	4	-86.7014	174.218.58.91	2023-12-25T16:23:37Z	130	anonymous	1
2023-12-25T16:25:52Z	60bae671bf92bf34f7a774ce	1	2023-12-25T16:25:52.486Z	R_5WZrazBf7jFeoDD	EN	R_5WZrazBf7jFeoDD	100	3	29.6825	1	1	0	5	2	4	-82.3606	24.170.192.99	2023-12-25T16:19:22Z	389	anonymous	1
2023-12-25T16:26:00Z	5f330bfd7109cd0e649566b6	1	2023-12-25T16:26:01.114Z	R_18RJfnQ81Jz5Z0A	EN	R_18RJfnQ81Jz5Z0A	100	3	40.4798	1	1	0	5	2	4	-88.9922	50.103.124.205	2023-12-25T16:19:53Z	367	anonymous	1
2023-12-25T16:26:20Z	5c5f8a910edbd90001e1feda	1	2023-12-25T16:26:21.425Z	R_6tzFHL6lV8R4law	EN	R_6tzFHL6lV8R4law	100	3	38.5159	1	1	0	5	2	4	-90.6353	172.12.237.242	2023-12-25T16:23:45Z	155	anonymous	3
2023-12-25T16:26:34Z	5e838558ba24c80cb2be35bd	1	2023-12-25T16:26:35.044Z	R_1qrpAeS3iWpD1GV	EN	R_1qrpAeS3iWpD1GV	100	3	45.5472	1	4	0	5	2	4	-122.6417	71.36.120.243	2023-12-25T16:24:16Z	137	anonymous	2
2023-12-25T16:26:41Z	5d6c1075a9d20a0001de4f80	1	2023-12-25T16:26:42.131Z	R_11vs1nxsf5z09Qn	EN	R_11vs1nxsf5z09Qn	100	3	44.9509	1	2	0	5	2	4	-93.3366	174.229.181.250	2023-12-25T16:22:52Z	228	anonymous	1
2023-12-25T16:27:36Z	5f674f8b8dbc2b0416c59902	1	2023-12-25T16:27:36.871Z	R_3ZwC2MepcRMJewh	EN	R_3ZwC2MepcRMJewh	100	2	41.9211	1	4	0	4	4	4	-87.7032	172.59.187.220	2023-12-25T16:22:14Z	322	anonymous	2
2023-12-25T16:29:23Z	5efe85d36b4d873908aff881	1	2023-12-25T16:29:23.536Z	R_3kF9nKucnwsYp2u	EN	R_3kF9nKucnwsYp2u	100	1	33.0225	1	1	0	5	2	4	-96.729	97.99.233.63	2023-12-25T16:21:17Z	485	anonymous	1
2023-12-25T16:31:21Z	6588baaf0eab6cd8b36dc91a	1	2023-12-25T16:31:21.962Z	R_13d7Yd7fwW35n3f	EN	R_13d7Yd7fwW35n3f	100	1	40.5377	1	4	0	5	2	4	-105.0546	73.14.97.72	2023-12-25T16:27:23Z	237	anonymous	1
2023-12-25T16:33:24Z	5f852dee17ab6c2136ac62e4	1	2023-12-25T16:33:25.406Z	R_1n8RgyIwFE54mZW	EN	R_1n8RgyIwFE54mZW	100	3	32.7117	1	1	0	5	2	4	-96.9993	97.99.173.206	2023-12-25T16:23:45Z	578	anonymous	2
2023-12-25T17:03:50Z	656b3c922335be29f747d99c	3	2023-12-25T17:03:51.655Z	R_7d5gaBKjaUC3t5N	EN	R_7d5gaBKjaUC3t5N	100	1	29.8203	1	1	0	3	2	4	-95.4256	45.21.13.219	2023-12-25T17:00:44Z	186	anonymous	1
2023-12-25T17:05:26Z	55d0945934e9060005e57258	1	2023-12-25T17:05:27.363Z	R_5GW7Z7fLLlToo1R	EN	R_5GW7Z7fLLlToo1R	100	3	30.3075	1	1	0	5	2	4	-97.7271	136.62.63.131	2023-12-25T16:24:19Z	2467	anonymous	1
